# These data are taken from Wang et al. (2012), Chinese Phys. C, 36, 1603
#
# isotope	mass
bk245	245.0663618
bk246	246.068673
bk247	247.0703073
bk248	248.073088
bk249	249.0749877
bk250	250.0783167
bk251	251.080762
bk252	252.08431
bk253	253.08688
bk254	254.0906
cf237	237.062198
cf238	238.06149
cf239	239.06253
cf240	240.062256
cf241	241.06369
cf242	242.063754
cf243	243.06548
cf244	244.0660008
cf245	245.0680487
cf246	246.0688055
cf247	247.070965
cf248	248.0721851
cf249	249.0748539
cf250	250.0764062
cf251	251.0795886
cf252	252.0816272
cf253	253.0851345
cf254	254.087324
cf255	255.09105
cf256	256.09344
es239	239.06823
es240	240.06892
es241	241.06856
es242	242.06957
es243	243.06951
es244	244.07088
es245	245.07125
es246	246.0729
es247	247.073622
es248	248.075471
es249	249.076411
es250	250.07861
es251	251.0799936
es252	252.08298
es253	253.0848257
es254	254.0880222
es255	255.090275
es256	256.0936
es257	257.09598
es258	258.09952
fm241	241.07421
fm242	242.07343
fm243	243.07446
fm244	244.07404
fm245	245.07535
fm246	246.07535
fm247	247.07694
fm248	248.0771865
fm249	249.0789275
fm250	250.079521
fm251	251.08154
fm252	252.0824671
fm253	253.0851846
fm254	254.0868544
fm255	255.089964
fm256	256.0917745
fm257	257.0951061
fm258	258.09708
fm259	259.1006
fm260	260.10281
md245	245.08081
md246	246.08171
md247	247.08152
md248	248.08282
md249	249.08291
md250	250.08441
md251	251.084774
md252	252.08643
md253	253.087144
md254	254.08959
md255	255.0910841
md256	256.09389
md257	257.0955424
md258	258.0984315
md259	259.10051
md260	260.10365
md261	261.10583
md262	262.1091
no248	248.08655
no249	249.0878
no250	250.08756
no251	251.08894
no252	252.088967
no253	253.0905641
no254	254.090956
no255	255.093191
no256	256.0942829
no257	257.0968878
no258	258.09821
no259	259.10103
no260	260.10264
no261	261.1057
no262	262.10746
no263	263.11071
no264	264.11273
lr251	251.09418
lr252	252.09526
lr253	253.09509
lr254	254.09648
lr255	255.096562
lr256	256.098494
lr257	257.099418
lr258	258.10176
lr259	259.102902
lr260	260.1055
lr261	261.10688
lr262	262.10961
lr263	263.11136
lr264	264.1142
lr265	265.11619
lr266	266.11983
rf253	253.10044
rf254	254.10005
rf255	255.10127
rf256	256.101152
rf257	257.102918
rf258	258.103428
rf259	259.105596
rf260	260.10644
rf261	261.108773
rf262	262.10992
rf263	263.11249
rf264	264.11388
rf265	265.11668
rf266	266.11817
rf267	267.12179
rf268	268.12397
db255	255.10707
db256	256.10789
db257	257.10758
db258	258.10928
db259	259.109492
db260	260.1113
db261	261.11192
db262	262.11407
db263	263.11499
db264	264.11741
db265	265.11861
db266	266.12103
db267	267.12247
db268	268.12567
db269	269.12791
db270	270.13136
sg258	258.11298
sg259	259.1144
sg260	260.114384
sg261	261.115949
sg262	262.116337
sg263	263.11829
sg264	264.11893
sg265	265.12109
sg266	266.12198
sg267	267.12436
sg268	268.12539
sg269	269.12863
sg270	270.13043
sg271	271.13393
sg272	272.13589
sg273	273.13958
bh260	260.12166
bh261	261.12145
bh262	262.12297
bh263	263.12292
bh264	264.12459
bh265	265.12491
bh266	266.12679
bh267	267.1275
bh268	268.12969
bh269	269.13042
bh270	270.13336
bh271	271.13526
bh272	272.13826
bh273	273.14024
bh274	274.14355
bh275	275.14567
hs263	263.12852
hs264	264.128357
hs265	265.129793
hs266	266.130046
hs267	267.13167
hs268	268.13186
hs269	269.13375
hs270	270.13429
hs271	271.13717
hs272	272.1385
hs273	273.14168
hs274	274.1433
hs275	275.14667
hs276	276.14846
hs277	277.1519
mt265	265.136
mt266	266.13737
mt267	267.13719
mt268	268.13865
mt269	269.13882
mt270	270.14033
mt271	271.14074
mt272	272.14341
mt273	273.1444
mt274	274.14724
mt275	275.14882
mt276	276.15159
mt277	277.15327
mt278	278.15631
mt279	279.15808
ds267	267.14377
ds268	268.14348
ds269	269.144752
ds270	270.144584
ds271	271.14595
ds272	272.14602
ds273	273.14856
ds274	274.14941
ds275	275.15203
ds276	276.15303
ds277	277.15591
ds278	278.15704
ds279	279.1601
ds280	280.16131
ds281	281.16451
rg272	272.15327
rg273	273.15313
rg274	274.15525
rg275	275.15594
rg276	276.15833
rg277	277.15907
rg278	278.16149
rg279	279.16272
rg280	280.16514
rg281	281.16636
rg282	282.16912
rg283	283.17054
cn276	276.16141
cn277	277.16364
cn278	278.16416
cn279	279.16654
cn280	280.16715
cn281	281.16975
cn282	282.1705
cn283	283.17327
cn284	284.17416
cn285	285.17712
nh278	278.17058
nh279	279.17095
nh280	280.17293
nh281	281.17348
nh282	282.17567
nh283	283.17657
nh284	284.17873
nh285	285.17973
nh286	286.18221
nh287	287.18339
fl285	285.18364
fl286	286.18423
fl287	287.18678
fl288	288.18757
fl289	289.19042
mc287	287.1907
mc288	288.19274
mc289	289.19363
mc290	290.19598
uup291	291.19707
lv289	289.19816
lv290	290.19864
lv291	291.20108
lv292	292.20174
lv293	293.20449
ts291	291.20553
ts292	292.20746
ts293	293.20824
uus294	294.21046
og293	293.21356
og294	294.21392
og295	295.21624
